DATE,val,yearAvg,bfYear
202211중순,30359.0,36498.0,32081.0
202211하순,25435.0,34625.0,34745.0
202212상순,32084.0,36187.0,32480.0
202212중순,33941.0,35501.0,34837.0
202212하순,48440.0,37546.0,46134.0
202301상순,49736.0,46973.0,55864.0
202301중순,56059.0,46630.0,77579.0
202301하순,54049.0,54427.0,113666.0
202302상순,44465.0,64214.0,113725.0
202302중순,67823.0,57310.0,105368.0
202302하순,66486.0,52150.0,101352.0
202303상순,81360.0,60709.0,125014.0
202303중순,78496.0,80641.0,91314.0
202303하순,101111.0,80330.0,76570.0
202304상순,119745.0,83089.0,87349.0
202304중순,103357.0,63164.0,61739.0
202304하순,96891.0,71098.0,97390.0
202305상순,85152.0,76374.0,88217.0
202305중순,74113.0,44027.0,78076.0
202305하순,79320.0,36467.0,51450.0
202306상순,51737.0,35320.0,41437.0
202306중순,76488.0,36517.0,35209.0
202306하순,77104.0,32366.0,35619.0
202307상순,52138.0,46277.0,51406.0
202307중순,50666.0,49562.0,58025.0
202307하순,48660.0,43522.0,67013.0
202308상순,25634.0,53149.0,104137.0
202308중순,18978.0,38720.0,71858.0
202308하순,37695.0,31541.0,57504.0
202309상순,48002.0,33271.0,68686.0
202309중순,58056.0,48674.0,68678.0
202309하순,42511.0,71638.0,78182.0
202310상순,41880.0,77356.0,90291.0
202310중순,56906.0,94819.0,77014.0
202310하순,92083.0,71057.0,40450.0
202311상순,79510.0,59122.0,36933.0
202311중순,53557.0,36498.0,30359.0
202311하순,86532.0,34625.0,25435.0
202312상순,102633.0,35293.0,32084.0
202312중순,94140.0,34935.0,33941.0
